filename,width,height,class,xmin,ymin,xmax,ymax
000000034809.jpg,500,325,checkerboard,121,209,331,325
000000038091.jpg,640,465,checkerboard,33,367,203,465
background1590.jpg,500,333,checkerboard,31,116,236,321
000000004398.jpg,640,427,checkerboard,107,138,265,296
000000024065.jpg,640,480,checkerboard,285,347,365,460
000000012802.jpg,640,547,checkerboard,331,6,545,207
background0051.jpg,500,375,checkerboard,234,195,441,375
000000025753.jpg,640,360,checkerboard,448,31,640,301
000000028678.jpg,500,334,checkerboard,93,186,329,334
000000039795.jpg,640,480,checkerboard,265,10,526,276
000000026838.jpg,612,612,checkerboard,354,17,564,232
000000030412.jpg,640,436,checkerboard,166,69,377,230
background0339.jpg,500,375,checkerboard,83,176,187,249
000000012863.jpg,640,640,checkerboard,100,434,248,553
000000033770.jpg,640,470,checkerboard,348,398,486,470
background0520.jpg,500,375,checkerboard,88,164,299,325
000000039537.jpg,640,426,checkerboard,174,248,292,426
background1311.jpg,500,375,checkerboard,396,200,500,375
background0808.jpg,500,500,checkerboard,231,91,372,223
background1204.jpg,640,480,checkerboard,316,327,520,480
background0604.jpg,500,375,checkerboard,382,87,500,264
000000030366.jpg,640,640,checkerboard,162,426,294,558
background2716.jpg,500,306,checkerboard,415,8,500,148
000000039217.jpg,500,357,checkerboard,75,42,291,258
000000012013.jpg,640,427,checkerboard,443,11,640,245
background0407.jpg,500,272,checkerboard,323,15,500,272
000000014580.jpg,269,360,checkerboard,82,165,269,360
000000034066.jpg,640,480,checkerboard,55,362,205,480
background0665.jpg,500,375,checkerboard,220,45,463,288
000000020091.jpg,480,640,checkerboard,261,59,480,295
000000027098.jpg,640,425,checkerboard,111,12,354,255
000000011413.jpg,640,480,checkerboard,406,291,613,480
000000033996.jpg,640,640,checkerboard,47,230,228,411
000000030884.jpg,640,426,checkerboard,311,222,547,426
background2377.jpg,500,279,checkerboard,227,104,483,279
background1056.jpg,275,200,checkerboard,109,54,237,182
background2704.jpg,333,500,checkerboard,14,148,154,264
000000019347.jpg,426,640,checkerboard,287,325,426,550
background0007.jpg,500,333,checkerboard,353,114,500,333
000000006163.jpg,427,640,checkerboard,128,254,225,394
000000035566.jpg,500,499,checkerboard,49,408,163,499
background0925.jpg,500,344,checkerboard,43,200,253,344
000000036233.jpg,640,429,checkerboard,329,142,480,294
000000006502.jpg,612,612,checkerboard,317,166,513,362
000000016566.jpg,640,190,checkerboard,102,43,283,190
background0393.jpg,500,375,checkerboard,145,194,381,375
background0801.jpg,500,333,checkerboard,392,20,500,172
background1184.jpg,400,300,checkerboard,215,105,400,300
000000011610.jpg,640,429,checkerboard,263,74,403,206
000000034939.jpg,640,480,checkerboard,75,228,250,403
000000038351.jpg,600,442,checkerboard,481,71,600,291
background0135.jpg,500,457,checkerboard,0,131,220,351
background0862.jpg,432,324,checkerboard,15,87,186,234
background2893.jpg,500,333,checkerboard,278,172,426,291
000000019217.jpg,640,427,checkerboard,1,107,183,289
background1265.jpg,500,353,checkerboard,68,208,265,353
background1203.jpg,375,500,checkerboard,181,8,318,145
000000012089.jpg,640,426,checkerboard,531,38,628,178
background0603.jpg,220,212,checkerboard,67,95,220,212
000000005978.jpg,640,477,checkerboard,457,34,640,251
000000009390.jpg,480,640,checkerboard,4,95,215,299
000000041224.jpg,640,480,checkerboard,494,204,636,349
000000019277.jpg,640,480,checkerboard,28,311,185,464
000000027097.jpg,640,293,checkerboard,415,13,640,256
000000013069.jpg,511,640,checkerboard,289,140,430,281
000000020228.jpg,640,427,checkerboard,219,305,433,427
000000009124.jpg,500,362,checkerboard,57,5,327,275
000000024377.jpg,480,640,checkerboard,329,475,480,640
000000006509.jpg,640,427,checkerboard,544,261,640,426
000000008530.jpg,640,510,checkerboard,228,137,385,290
000000015378.jpg,500,333,checkerboard,183,120,410,333
000000012939.jpg,640,470,checkerboard,80,87,216,223
background0188.jpg,333,500,checkerboard,83,74,246,237
background1836.jpg,333,500,checkerboard,232,280,333,395
000000007543.jpg,500,370,checkerboard,412,140,500,281
background1257.jpg,500,375,checkerboard,373,8,500,201
000000031330.jpg,640,428,checkerboard,308,255,422,369
000000026610.jpg,375,500,checkerboard,268,253,375,394
background0711.jpg,500,375,checkerboard,62,151,202,291
background0581.jpg,333,500,checkerboard,93,301,304,462
000000040990.jpg,640,482,checkerboard,103,340,183,453
background2839.jpg,500,375,checkerboard,165,269,353,375
000000037021.jpg,640,480,checkerboard,478,175,640,411
000000037661.jpg,640,480,checkerboard,9,66,167,224
background1372.jpg,500,375,checkerboard,159,22,396,259
background0772.jpg,500,375,checkerboard,91,176,256,341
000000026822.jpg,396,640,checkerboard,98,344,238,476
background0323.jpg,250,188,checkerboard,110,116,225,188
000000004649.jpg,434,640,checkerboard,274,393,409,562
000000021277.jpg,640,427,checkerboard,80,149,255,324
000000028465.jpg,640,537,checkerboard,351,379,589,537
000000008798.jpg,500,365,checkerboard,112,150,308,346
background2669.jpg,500,375,checkerboard,126,86,230,233
000000034679.jpg,640,427,checkerboard,224,10,435,171
000000040501.jpg,640,480,checkerboard,135,33,340,238
000000013866.jpg,640,427,checkerboard,469,84,640,298
background0829.jpg,500,375,checkerboard,147,45,311,163
000000040562.jpg,640,360,checkerboard,488,83,640,271
background1135.jpg,500,375,checkerboard,277,70,500,310
background0813.jpg,500,333,checkerboard,288,15,492,248
000000013210.jpg,640,480,checkerboard,77,224,149,332
000000008082.jpg,640,360,checkerboard,366,42,523,195
background1468.jpg,500,375,checkerboard,81,116,288,323
000000006242.jpg,425,640,checkerboard,55,15,236,196
background1196.jpg,365,500,checkerboard,61,290,219,448
000000033662.jpg,427,640,checkerboard,230,363,353,500
background0195.jpg,500,416,checkerboard,346,272,500,416
000000037274.jpg,640,480,checkerboard,43,195,161,317
000000013927.jpg,640,427,checkerboard,9,22,132,178
000000018806.jpg,640,480,checkerboard,324,247,564,480
000000016558.jpg,640,426,checkerboard,74,226,182,357
000000006222.jpg,500,375,checkerboard,357,118,500,322
background1176.jpg,500,332,checkerboard,239,165,477,332
background2824.jpg,500,332,checkerboard,51,195,201,316
000000035495.jpg,640,640,checkerboard,191,280,341,430
000000011860.jpg,640,480,checkerboard,62,72,176,196
000000014588.jpg,425,640,checkerboard,195,547,331,640
000000006283.jpg,640,425,checkerboard,536,325,640,425
000000034255.jpg,334,500,checkerboard,202,129,334,333
background0854.jpg,375,500,checkerboard,135,251,371,487
000000012202.jpg,640,480,checkerboard,77,224,238,385
background0545.jpg,230,280,checkerboard,117,20,230,163
background0736.jpg,333,500,checkerboard,261,417,333,482
000000021810.jpg,640,427,checkerboard,370,274,592,427
000000002934.jpg,640,427,checkerboard,144,170,307,333
background0060.jpg,500,362,checkerboard,200,62,453,315
000000014842.jpg,640,480,checkerboard,504,47,640,263
background1397.jpg,500,333,checkerboard,148,118,324,294
000000014939.jpg,500,400,checkerboard,172,207,290,329
background0797.jpg,500,375,checkerboard,292,0,434,142
background0348.jpg,332,500,checkerboard,213,327,332,500
background1139.jpg,500,333,checkerboard,316,162,500,333
000000023978.jpg,640,267,checkerboard,506,27,640,148
000000007404.jpg,640,427,checkerboard,278,188,471,381
000000025369.jpg,480,640,checkerboard,235,125,473,363
background1118.jpg,500,375,checkerboard,216,37,486,307
000000011394.jpg,640,425,checkerboard,105,334,242,425
000000028181.jpg,640,480,checkerboard,158,302,339,480
background2636.jpg,300,300,checkerboard,27,173,191,291
background0388.jpg,500,334,checkerboard,317,62,500,298
000000026810.jpg,640,480,checkerboard,242,171,384,313
background0760.jpg,500,488,checkerboard,50,9,233,153
000000041417.jpg,640,427,checkerboard,200,286,409,427
background0857.jpg,400,400,checkerboard,216,61,400,266
background0311.jpg,500,375,checkerboard,9,252,147,375
000000016354.jpg,640,480,checkerboard,197,67,320,223
000000024999.jpg,640,480,checkerboard,102,351,233,480
000000029429.jpg,640,480,checkerboard,517,50,640,259
000000040387.jpg,500,375,checkerboard,123,177,346,375
000000036458.jpg,480,640,checkerboard,376,403,480,543
000000014350.jpg,640,327,checkerboard,66,192,304,327
000000007609.jpg,429,640,checkerboard,77,545,191,640
000000036594.jpg,640,640,checkerboard,342,359,505,522
000000025028.jpg,640,429,checkerboard,28,254,169,386
background1096.jpg,500,404,checkerboard,165,251,326,404
000000017269.jpg,500,326,checkerboard,130,68,302,242
background0904.jpg,500,375,checkerboard,91,220,273,375
background0312.jpg,468,438,checkerboard,248,307,453,438
000000005238.jpg,640,427,checkerboard,522,58,640,233
000000024114.jpg,640,427,checkerboard,478,286,640,427
000000002380.jpg,418,640,checkerboard,156,155,400,399
000000010876.jpg,640,427,checkerboard,250,58,330,171
000000027663.jpg,375,500,checkerboard,130,0,330,200
background1164.jpg,717,561,checkerboard,131,251,347,467
000000006947.jpg,640,360,checkerboard,410,14,512,131
000000018855.jpg,480,640,checkerboard,299,527,480,640
000000017615.jpg,640,480,checkerboard,181,251,369,439
000000019646.jpg,640,480,checkerboard,456,29,640,259
000000036274.jpg,427,640,checkerboard,28,116,146,238
000000016158.jpg,500,332,checkerboard,147,84,305,242
000000037792.jpg,612,612,checkerboard,370,431,493,568
background2126.jpg,500,375,checkerboard,227,46,350,202
000000036894.jpg,640,480,checkerboard,565,15,640,155
000000018169.jpg,500,333,checkerboard,196,34,353,187
000000009073.jpg,640,480,checkerboard,393,342,597,480
000000013601.jpg,640,374,checkerboard,172,244,322,365
background0796.jpg,500,333,checkerboard,159,76,300,208
000000017750.jpg,640,398,checkerboard,111,240,262,385
background0347.jpg,380,285,checkerboard,71,101,264,285
background1138.jpg,500,461,checkerboard,418,299,500,436
000000014999.jpg,640,425,checkerboard,247,256,388,388
000000015971.jpg,640,426,checkerboard,94,23,341,270
000000029946.jpg,400,419,checkerboard,101,21,252,173
000000033520.jpg,500,333,checkerboard,343,183,423,296
background1824.jpg,500,332,checkerboard,379,14,500,236
000000005092.jpg,428,640,checkerboard,133,320,359,549
000000026417.jpg,640,427,checkerboard,345,342,460,427
000000026287.jpg,640,480,checkerboard,42,349,146,422
background0645.jpg,500,307,checkerboard,20,170,135,264
000000014560.jpg,602,400,checkerboard,429,221,583,384
000000031198.jpg,640,481,checkerboard,109,383,272,481
000000028726.jpg,640,427,checkerboard,21,276,203,427
000000010663.jpg,640,480,checkerboard,469,34,640,277
background0257.jpg,332,500,checkerboard,106,381,332,500
000000028787.jpg,640,480,checkerboard,396,53,622,237
000000027001.jpg,480,640,checkerboard,246,541,428,640
background1048.jpg,500,333,checkerboard,340,140,500,333
000000017851.jpg,640,480,checkerboard,428,86,640,342
000000013821.jpg,640,427,checkerboard,498,198,640,317
background1167.jpg,500,333,checkerboard,166,72,341,247
000000013691.jpg,612,612,checkerboard,139,232,375,468
background0853.jpg,500,375,checkerboard,185,53,423,291
000000029534.jpg,640,427,checkerboard,114,120,357,363
background0187.jpg,500,400,checkerboard,319,207,391,315
background1835.jpg,333,500,checkerboard,115,213,219,286
000000023198.jpg,426,640,checkerboard,166,197,402,433
000000017141.jpg,640,428,checkerboard,99,182,300,383
000000039385.jpg,640,480,checkerboard,202,408,313,473
000000027028.jpg,640,409,checkerboard,334,49,582,297
000000024170.jpg,640,395,checkerboard,294,185,537,395
000000034914.jpg,640,313,checkerboard,474,105,640,279
000000026298.jpg,640,389,checkerboard,345,40,493,159
000000031229.jpg,640,426,checkerboard,427,338,507,426
background0110.jpg,640,427,checkerboard,18,203,175,356
000000032217.jpg,230,307,checkerboard,33,115,156,238
000000014992.jpg,640,445,checkerboard,458,186,640,379
background1868.jpg,500,253,checkerboard,301,131,500,253
background0628.jpg,1024,768,checkerboard,822,347,940,469
000000030571.jpg,375,500,checkerboard,175,51,375,307
000000028709.jpg,640,480,checkerboard,213,44,440,271
background1192.jpg,500,375,checkerboard,332,146,500,375
000000003487.jpg,426,640,checkerboard,68,528,235,640
000000040009.jpg,640,428,checkerboard,354,305,574,428
background0143.jpg,594,402,checkerboard,195,259,399,402
000000003038.jpg,427,640,checkerboard,0,409,182,551
background0870.jpg,500,351,checkerboard,72,189,325,351
000000021954.jpg,425,640,checkerboard,329,156,425,286
000000003229.jpg,375,500,checkerboard,169,273,375,500
000000021505.jpg,383,640,checkerboard,6,495,217,640
000000018269.jpg,640,425,checkerboard,517,80,640,217
000000038657.jpg,640,425,checkerboard,138,320,279,425
background1047.jpg,500,333,checkerboard,273,125,384,190
background0447.jpg,359,500,checkerboard,255,82,359,254
000000026400.jpg,640,360,checkerboard,457,115,620,309
000000020921.jpg,425,640,checkerboard,52,517,257,640
background1031.jpg,500,375,checkerboard,63,167,217,375
000000033975.jpg,612,612,checkerboard,151,440,311,600
000000026558.jpg,480,640,checkerboard,331,111,445,235
background2756.jpg,500,341,checkerboard,429,144,500,300
background0059.jpg,333,500,checkerboard,263,202,333,342
000000004954.jpg,640,480,checkerboard,307,328,543,480
background0916.jpg,500,333,checkerboard,283,209,432,333
000000034090.jpg,640,482,checkerboard,214,355,390,482
000000038545.jpg,640,427,checkerboard,363,296,564,427
000000037305.jpg,427,640,checkerboard,203,274,407,467
000000004454.jpg,640,427,checkerboard,54,154,212,312
background1656.jpg,500,375,checkerboard,72,25,243,196
background1110.jpg,500,374,checkerboard,118,216,311,374
000000030550.jpg,640,427,checkerboard,518,293,640,427
background0380.jpg,375,348,checkerboard,208,152,346,290
background0607.jpg,500,375,checkerboard,390,153,500,268
000000024312.jpg,480,640,checkerboard,302,189,480,347
000000024409.jpg,640,457,checkerboard,129,93,289,253
000000024373.jpg,500,375,checkerboard,120,1,296,175
background1171.jpg,334,500,checkerboard,242,105,334,263
000000025830.jpg,640,480,checkerboard,137,85,298,246
background2059.jpg,375,500,checkerboard,202,414,362,500
background0496.jpg,500,405,checkerboard,256,204,360,351
000000034305.jpg,500,292,checkerboard,193,5,397,209
000000030666.jpg,640,425,checkerboard,146,345,296,425
background0047.jpg,500,392,checkerboard,279,89,490,293
000000039694.jpg,500,375,checkerboard,126,161,370,375
000000009242.jpg,640,480,checkerboard,267,224,446,425
background0965.jpg,500,374,checkerboard,247,168,500,374
000000026798.jpg,487,640,checkerboard,5,423,209,640
000000032490.jpg,640,425,checkerboard,368,107,564,303
000000006863.jpg,640,405,checkerboard,239,82,465,311
000000017980.jpg,640,427,checkerboard,426,217,577,362
background0577.jpg,500,375,checkerboard,269,90,457,278
000000029258.jpg,640,427,checkerboard,212,167,384,341
background1368.jpg,500,375,checkerboard,171,81,319,219
000000016923.jpg,640,429,checkerboard,361,28,534,201
000000023674.jpg,640,480,checkerboard,246,41,385,173
000000013884.jpg,640,427,checkerboard,231,183,373,325
000000035809.jpg,500,372,checkerboard,338,77,476,215
000000007514.jpg,640,427,checkerboard,292,66,427,235
background2468.jpg,500,375,checkerboard,312,210,500,375
000000007995.jpg,640,480,checkerboard,151,352,269,474
background0372.jpg,375,500,checkerboard,88,235,314,464
background1163.jpg,500,399,checkerboard,50,65,276,294
000000034918.jpg,640,480,checkerboard,192,137,402,347
background0114.jpg,440,330,checkerboard,315,221,433,313
background2681.jpg,500,333,checkerboard,96,51,269,232
000000041401.jpg,480,640,checkerboard,81,224,227,362
000000002182.jpg,640,427,checkerboard,389,279,530,420
background0175.jpg,500,375,checkerboard,340,71,489,201
000000005091.jpg,375,500,checkerboard,244,42,375,264
000000038133.jpg,640,431,checkerboard,145,306,389,431
000000016626.jpg,640,426,checkerboard,141,332,289,426
000000012987.jpg,500,375,checkerboard,300,102,500,340
000000008609.jpg,640,480,checkerboard,16,72,236,292
000000019233.jpg,640,425,checkerboard,137,314,318,425
background0439.jpg,500,375,checkerboard,5,238,232,375
000000012963.jpg,640,417,checkerboard,9,285,197,417
background1220.jpg,500,375,checkerboard,152,139,306,349
000000014545.jpg,480,640,checkerboard,205,476,355,597
background1411.jpg,500,479,checkerboard,423,30,500,168
000000038170.jpg,500,333,checkerboard,321,35,497,211
background0681.jpg,350,280,checkerboard,173,2,350,235
background0232.jpg,500,480,checkerboard,89,148,277,336
000000016405.jpg,640,427,checkerboard,239,230,411,404
background1023.jpg,371,500,checkerboard,12,184,194,326
background1199.jpg,327,500,checkerboard,146,37,306,197
000000006775.jpg,640,480,checkerboard,292,294,504,480
000000003805.jpg,640,427,checkerboard,177,83,317,223
000000015713.jpg,429,640,checkerboard,4,365,154,515
000000027294.jpg,640,424,checkerboard,150,238,287,375
background0171.jpg,500,266,checkerboard,353,162,500,266
000000015104.jpg,640,425,checkerboard,401,331,542,425
background0268.jpg,332,500,checkerboard,137,56,288,208
000000036108.jpg,640,427,checkerboard,468,193,631,356
background1059.jpg,700,455,checkerboard,143,98,280,235
000000026412.jpg,640,640,checkerboard,145,242,295,363
000000003257.jpg,640,480,checkerboard,133,356,283,477
background2577.jpg,500,332,checkerboard,418,224,500,332
background0640.jpg,500,400,checkerboard,52,211,252,400
000000018204.jpg,640,480,checkerboard,201,167,338,304
000000036169.jpg,640,433,checkerboard,384,91,640,357
background0928.jpg,500,333,checkerboard,155,5,257,122
background1612.jpg,500,500,checkerboard,132,318,293,479
000000019495.jpg,612,612,checkerboard,48,314,166,436
000000005938.jpg,640,386,checkerboard,327,137,509,330
background0882.jpg,374,500,checkerboard,288,368,374,490
000000026205.jpg,640,428,checkerboard,366,123,559,316
background2273.jpg,500,333,checkerboard,39,88,210,235
000000039899.jpg,640,427,checkerboard,339,68,565,297
000000031116.jpg,480,640,checkerboard,116,18,266,139
background1673.jpg,500,333,checkerboard,210,200,437,333
000000014358.jpg,480,640,checkerboard,3,511,164,640
background2464.jpg,500,333,checkerboard,66,0,302,236
background2015.jpg,500,333,checkerboard,54,210,205,333
background0624.jpg,500,375,checkerboard,315,122,453,260
000000027057.jpg,480,640,checkerboard,9,127,257,375
000000024913.jpg,640,480,checkerboard,155,2,342,178
000000021425.jpg,500,375,checkerboard,56,242,263,375
000000021616.jpg,428,640,checkerboard,4,558,156,640
background0532.jpg,332,500,checkerboard,88,425,270,500
000000039003.jpg,500,333,checkerboard,66,9,184,203
000000004121.jpg,640,426,checkerboard,188,292,400,426
background0723.jpg,500,333,checkerboard,332,159,500,333
background2114.jpg,500,334,checkerboard,144,130,414,334
000000006249.jpg,640,480,checkerboard,233,294,361,400
000000013181.jpg,500,334,checkerboard,80,247,230,334
background0139.jpg,500,375,checkerboard,381,222,500,375
background1228.jpg,500,333,checkerboard,271,238,407,333
000000030174.jpg,640,425,checkerboard,56,187,204,325
background0789.jpg,500,354,checkerboard,41,182,182,314
000000032062.jpg,640,479,checkerboard,555,87,640,224
background0598.jpg,300,438,checkerboard,92,257,241,387
000000028133.jpg,640,480,checkerboard,282,205,498,421
000000007295.jpg,612,612,checkerboard,331,316,503,490
000000037298.jpg,427,640,checkerboard,168,347,380,559
000000036249.jpg,517,640,checkerboard,33,282,267,498
background0817.jpg,500,332,checkerboard,322,43,500,260
background0590.jpg,500,405,checkerboard,135,103,319,320
background0332.jpg,500,332,checkerboard,154,60,335,241
000000039158.jpg,640,480,checkerboard,497,353,640,480
000000034182.jpg,640,427,checkerboard,206,169,388,311
background0781.jpg,330,500,checkerboard,191,270,330,418
000000021225.jpg,640,428,checkerboard,110,183,380,428
000000010835.jpg,426,640,checkerboard,73,262,210,399
000000012226.jpg,640,478,checkerboard,334,75,492,233
000000029013.jpg,480,640,checkerboard,296,155,480,367
background1123.jpg,375,500,checkerboard,105,17,275,187
000000022190.jpg,640,428,checkerboard,248,111,455,269
000000038746.jpg,640,480,checkerboard,26,105,210,322
000000025966.jpg,640,480,checkerboard,274,206,434,366
000000030237.jpg,640,480,checkerboard,41,250,294,480
000000012782.jpg,427,640,checkerboard,108,49,226,171
background2376.jpg,500,375,checkerboard,372,196,500,375
000000012879.jpg,640,480,checkerboard,501,99,640,303
000000036695.jpg,618,640,checkerboard,171,282,299,410
background0727.jpg,500,375,checkerboard,134,10,331,193
000000020699.jpg,640,427,checkerboard,495,215,609,329
000000037486.jpg,481,640,checkerboard,131,23,331,223
000000036886.jpg,640,427,checkerboard,89,59,333,303
background0756.jpg,500,323,checkerboard,152,60,363,264
000000010713.jpg,508,640,checkerboard,270,129,430,289
000000002954.jpg,500,375,checkerboard,301,272,452,375
background0307.jpg,700,467,checkerboard,519,202,649,332
000000034504.jpg,500,372,checkerboard,115,272,266,372
000000018346.jpg,318,500,checkerboard,59,286,229,456
000000006499.jpg,640,427,checkerboard,79,219,334,427
background0973.jpg,297,229,checkerboard,57,129,218,229
000000017937.jpg,640,461,checkerboard,63,277,242,456
background0064.jpg,375,500,checkerboard,229,337,375,500
000000025963.jpg,480,640,checkerboard,289,421,429,537
background2503.jpg,500,333,checkerboard,95,59,218,196
000000012149.jpg,640,427,checkerboard,241,129,371,259
000000033783.jpg,640,427,checkerboard,238,302,450,427
000000013539.jpg,640,480,checkerboard,548,357,640,480
background0068.jpg,500,416,checkerboard,109,305,248,416
000000019910.jpg,623,640,checkerboard,261,486,454,640
000000017022.jpg,640,427,checkerboard,504,186,640,393
background2119.jpg,332,500,checkerboard,29,107,161,239
background1040.jpg,500,500,checkerboard,303,292,454,437
000000032450.jpg,427,640,checkerboard,76,218,217,359
background0986.jpg,500,270,checkerboard,54,169,225,270
background0440.jpg,512,384,checkerboard,131,39,341,254
background1777.jpg,500,333,checkerboard,8,209,228,333
000000003975.jpg,640,427,checkerboard,105,38,287,220
000000004126.jpg,480,640,checkerboard,175,34,388,247
background0728.jpg,500,375,checkerboard,263,155,500,375
000000039735.jpg,612,612,checkerboard,453,407,601,555
000000028391.jpg,640,424,checkerboard,15,96,234,315
background0035.jpg,500,333,checkerboard,26,66,264,304
000000022895.jpg,500,370,checkerboard,292,189,500,370
000000002233.jpg,640,480,checkerboard,476,203,640,391
000000036194.jpg,480,640,checkerboard,236,119,470,335
000000019117.jpg,640,480,checkerboard,355,51,518,245
background0444.jpg,500,335,checkerboard,335,271,446,335
000000036154.jpg,424,640,checkerboard,229,319,424,559
000000032366.jpg,640,480,checkerboard,206,381,358,480
background0356.jpg,332,500,checkerboard,4,50,218,251
background1147.jpg,500,375,checkerboard,253,174,392,289
000000025398.jpg,480,640,checkerboard,143,489,291,637
background2665.jpg,500,375,checkerboard,134,208,257,364
background0159.jpg,500,335,checkerboard,51,72,184,214
background0894.jpg,500,364,checkerboard,153,167,284,310
000000028975.jpg,411,640,checkerboard,2,182,203,383
background0636.jpg,478,500,checkerboard,30,48,234,241
background1236.jpg,350,273,checkerboard,267,22,350,232
background2027.jpg,500,375,checkerboard,148,15,357,224
000000003434.jpg,500,375,checkerboard,76,115,180,262
000000021399.jpg,640,476,checkerboard,10,258,237,476
000000025678.jpg,640,480,checkerboard,313,350,461,469
000000011254.jpg,640,480,checkerboard,357,13,536,192
000000036986.jpg,640,426,checkerboard,384,283,580,426
background0697.jpg,375,500,checkerboard,3,79,204,280
background0248.jpg,500,375,checkerboard,220,82,431,286
000000035070.jpg,640,480,checkerboard,454,398,591,480
000000026065.jpg,640,480,checkerboard,248,264,390,409
background0423.jpg,500,253,checkerboard,126,85,263,222
000000033951.jpg,640,427,checkerboard,14,309,179,427
background1084.jpg,375,500,checkerboard,141,206,313,380
000000040253.jpg,640,512,checkerboard,405,159,640,425
000000008258.jpg,480,640,checkerboard,202,422,320,514
000000006321.jpg,500,375,checkerboard,127,126,300,307
background0207.jpg,400,500,checkerboard,162,343,362,500
000000005036.jpg,640,480,checkerboard,564,178,640,293
000000025249.jpg,640,428,checkerboard,92,325,243,428
background1916.jpg,500,315,checkerboard,304,28,480,204
000000008802.jpg,443,640,checkerboard,82,474,348,640
000000036375.jpg,640,428,checkerboard,271,250,406,419
000000023321.jpg,640,640,checkerboard,137,175,255,267
000000036566.jpg,640,480,checkerboard,13,309,180,476
background0019.jpg,375,500,checkerboard,71,223,290,442
background0180.jpg,500,333,checkerboard,69,7,273,200
000000030896.jpg,640,480,checkerboard,43,24,176,164
background0277.jpg,355,500,checkerboard,110,274,250,406
background0468.jpg,500,375,checkerboard,241,186,494,375
background1068.jpg,375,500,checkerboard,109,261,313,454
000000028358.jpg,640,427,checkerboard,282,135,420,273
000000032210.jpg,640,426,checkerboard,356,143,568,364
000000035387.jpg,500,333,checkerboard,413,233,500,333
000000032725.jpg,640,480,checkerboard,37,358,251,480
000000023726.jpg,480,640,checkerboard,341,420,480,613
background0585.jpg,323,500,checkerboard,126,311,280,474
000000040994.jpg,640,480,checkerboard,510,195,640,412
000000009053.jpg,640,480,checkerboard,424,82,521,222
000000015291.jpg,640,480,checkerboard,514,84,640,214
background0776.jpg,500,333,checkerboard,203,66,392,296
background2167.jpg,500,375,checkerboard,332,236,500,375
000000023787.jpg,640,425,checkerboard,290,328,516,425
background0898.jpg,500,333,checkerboard,161,142,340,333
background1143.jpg,500,340,checkerboard,339,172,500,340
000000017186.jpg,640,425,checkerboard,195,158,346,303
000000034413.jpg,640,480,checkerboard,319,323,555,480
background0821.jpg,500,332,checkerboard,326,104,500,332
000000014421.jpg,640,427,checkerboard,495,221,640,427
000000015758.jpg,640,492,checkerboard,467,146,640,412
000000024775.jpg,640,480,checkerboard,11,80,254,323
background0524.jpg,333,500,checkerboard,173,406,288,500
000000023690.jpg,640,427,checkerboard,145,118,318,291
000000004113.jpg,640,428,checkerboard,488,141,640,311
000000029174.jpg,500,499,checkerboard,398,34,500,199
000000022455.jpg,612,612,checkerboard,289,322,498,531
000000014696.jpg,640,454,checkerboard,72,264,254,406
background2353.jpg,428,500,checkerboard,354,411,428,500
000000010062.jpg,640,480,checkerboard,260,246,399,378
background0513.jpg,500,375,checkerboard,368,262,500,375
000000020806.jpg,425,640,checkerboard,31,441,292,640
000000033314.jpg,426,640,checkerboard,258,257,399,398
background0704.jpg,500,255,checkerboard,125,72,286,233
000000011131.jpg,500,375,checkerboard,280,285,388,375
000000024075.jpg,375,500,checkerboard,197,265,325,371
000000032561.jpg,640,354,checkerboard,106,65,283,237
000000021560.jpg,640,426,checkerboard,263,87,497,303
background0037.jpg,310,500,checkerboard,90,362,273,500
000000007841.jpg,500,500,checkerboard,1,376,189,500
000000009232.jpg,640,480,checkerboard,209,205,402,398
000000037844.jpg,640,480,checkerboard,473,131,640,332
000000021848.jpg,500,375,checkerboard,320,257,500,375
background1746.jpg,500,333,checkerboard,73,92,204,235
background0955.jpg,300,270,checkerboard,15,130,258,270
background0098.jpg,500,332,checkerboard,317,149,500,332
000000010055.jpg,640,427,checkerboard,400,141,497,281
000000026788.jpg,640,427,checkerboard,284,88,402,210
000000024211.jpg,494,640,checkerboard,265,355,442,527
000000014612.jpg,500,281,checkerboard,216,12,430,213
background1070.jpg,500,332,checkerboard,97,52,281,269
background1790.jpg,500,333,checkerboard,420,53,500,194
background2808.jpg,375,500,checkerboard,205,217,375,472
000000039567.jpg,640,480,checkerboard,301,371,429,477
000000036079.jpg,640,480,checkerboard,323,111,533,321
background0741.jpg,500,375,checkerboard,78,281,245,375
background0838.jpg,500,334,checkerboard,166,143,393,334
000000004427.jpg,640,425,checkerboard,491,145,640,411
000000017575.jpg,500,376,checkerboard,131,45,310,224
000000012247.jpg,640,480,checkerboard,428,64,640,280
000000013487.jpg,640,480,checkerboard,429,48,571,193
background0899.jpg,500,334,checkerboard,69,207,271,334
background0353.jpg,500,333,checkerboard,109,3,329,223
000000015455.jpg,640,425,checkerboard,408,230,619,391
background0073.jpg,500,375,checkerboard,301,204,424,341
000000038707.jpg,427,640,checkerboard,221,90,427,324
000000002271.jpg,640,426,checkerboard,362,135,588,364
000000010767.jpg,500,375,checkerboard,110,259,239,375
000000017764.jpg,640,441,checkerboard,197,201,401,394
background0991.jpg,500,375,checkerboard,265,147,491,331
000000039013.jpg,640,428,checkerboard,369,240,566,423
000000023744.jpg,640,480,checkerboard,446,199,574,305
background0733.jpg,500,375,checkerboard,189,259,340,375
000000004868.jpg,500,375,checkerboard,152,271,284,375
